,job id,time (hours),cdf
830,4003,3602471,0.866
863,4246,3602488,0.867
961,4830,3602519,0.868
948,4756,3602548,0.869
912,4520,3602591,0.87
859,4183,3602601,0.871
844,4096,3602735,0.872
885,4370,3602789,0.873
946,4730,3602863,0.874
973,4883,3602869,0.875
904,4496,3603106,0.876
967,4856,3603234,0.877
968,4863,3603244,0.878
882,4356,3603264,0.879
987,4970,3603271,0.88
982,4946,3603286,0.881
941,4703,3603348,0.882
857,4176,3603377,0.883
834,4030,3603382,0.884
884,4363,3603469,0.885
972,4876,3603477,0.886
855,4170,3603518,0.887
832,4020,3603627,0.888
938,4683,3603699,0.889
846,4120,3603961,0.89
916,4550,3604023,0.891
918,4556,3604126,0.892
986,4963,3604147,0.893
966,4843,3604169,0.894
940,4696,3604235,0.895
843,4076,3604503,0.896
942,4706,3604554,0.897
994,4996,3604902,0.898
922,4600,3604908,0.899
921,4596,3605016,0.9
853,4146,3605055,0.901
868,4280,3605312,0.902
983,4943,3605317,0.903
903,4483,3605629,0.904
989,4976,3606001,0.905
936,4670,3606231,0.906
851,4130,3606475,0.907
872,4296,3606646,0.908
933,4656,3606649,0.909
835,4026,3606805,0.91
850,4126,3606863,0.911
838,4046,3606964,0.912
894,4420,3606995,0.913
925,4603,3607073,0.914
981,4920,3607085,0.915
962,4826,3607322,0.916
917,4543,3607634,0.917
929,4630,3607802,0.918
926,4606,3607967,0.919
919,4570,3607987,0.92
858,4156,3608222,0.921
840,4043,3608386,0.922
879,4320,3608438,0.923
831,4006,3608511,0.924
977,4903,3608771,0.925
935,4663,3608840,0.926
957,4796,3608862,0.927
958,4800,3608900,0.928
976,4896,3609166,0.929
988,4950,3609372,0.93
847,4106,3609483,0.931
910,4503,3609803,0.932
854,4143,3610956,0.933
952,4746,3611442,0.934
888,4350,3611497,0.935
951,4743,3612230,0.936
995,4980,3612490,0.937
852,4123,3612521,0.938
913,4500,3612620,0.939
848,4103,3612765,0.94
980,4900,3612768,0.941
897,4430,3613380,0.942
869,4256,3613502,0.943
876,4283,3613552,0.944
899,4456,3613709,0.945
860,4163,3613842,0.946
923,4583,3613873,0.947
932,4620,3614251,0.948
954,4750,3614512,0.949
949,4723,3614606,0.95
985,4926,3614769,0.951
833,4000,3615001,0.952
883,4326,3615476,0.953
836,4023,3615643,0.954
875,4270,3616647,0.955
970,4823,3617055,0.956
865,4230,3617235,0.957
873,4263,3617409,0.958
934,4623,3617534,0.959
866,4226,3617724,0.96
963,4803,3617951,0.961
900,4450,3618611,0.962
877,4276,3619476,0.963
906,4470,3619611,0.964
955,4770,3619657,0.965
959,4780,3619865,0.966
867,4220,3621218,0.967
896,4400,3622132,0.968
915,4506,3622502,0.969
862,4150,3622628,0.97
849,4083,3623921,0.971
992,4930,3624143,0.972
874,4243,3626618,0.973
908,4463,3626641,0.974
889,4303,3630714,0.975
902,4426,3631740,0.976
895,4380,3631869,0.977
930,4580,3633084,0.978
974,4806,3635368,0.979
907,4446,3636927,0.98
964,4763,3637576,0.981
978,4820,3638169,0.982
960,4680,3656140,0.983
909,4403,3658863,0.984
924,4476,3660840,0.985
996,4846,3666223,0.986
891,4196,3671388,0.987
950,4563,3680724,0.988
947,4526,3691927,0.989
999,4776,3714206,0.99
905,4203,3722885,0.991
914,4223,3734185,0.992
990,4626,3735375,0.993
898,4063,3755046,0.994
920,4206,3757618,0.995
956,4443,3758940,0.996
943,4323,3771806,0.997
993,4546,3774392,0.998
997,4576,3777993,0.999
998,4530,3807191,1.0
