,time (hours),Agg GPU alloc(%)
5163,430.25,89.84375
5164,430.3333333333333,89.0625
5165,430.4166666666667,89.0625
5166,430.5,89.0625
5167,430.5833333333333,89.0625
5168,430.6666666666667,89.0625
5169,430.75,88.28125
5170,430.8333333333333,88.28125
5171,430.9166666666667,89.0625
5172,431.0,89.0625
5173,431.0833333333333,89.0625
5174,431.1666666666667,89.84375
5175,431.25,89.0625
5176,431.3333333333333,89.0625
5177,431.4166666666667,89.0625
5178,431.5,88.28125
5179,431.5833333333333,88.28125
5180,431.6666666666667,89.0625
5181,431.75,89.84375
5182,431.8333333333333,90.625
5183,431.9166666666667,90.625
5184,432.0,91.40625
5185,432.0833333333333,91.40625
5186,432.1666666666667,91.40625
5187,432.25,91.40625
5188,432.3333333333333,91.40625
5189,432.4166666666667,91.40625
5190,432.5,92.96875
5191,432.5833333333333,93.75
5192,432.6666666666667,92.96875
5193,432.75,92.96875
5194,432.8333333333333,91.40625
5195,432.9166666666667,91.40625
5196,433.0,91.40625
5197,433.0833333333333,92.1875
5198,433.1666666666667,92.1875
5199,433.25,92.1875
5200,433.3333333333333,91.40625
5201,433.4166666666667,92.1875
5202,433.5,92.1875
5203,433.5833333333333,91.40625
5204,433.6666666666667,91.40625
5205,433.75,91.40625
5206,433.8333333333333,90.625
5207,433.9166666666667,90.625
5208,434.0,89.84375
5209,434.0833333333333,89.84375
5210,434.1666666666667,89.84375
5211,434.25,90.625
5212,434.3333333333333,89.0625
5213,434.4166666666667,89.84375
5214,434.5,89.84375
5215,434.5833333333333,89.0625
5216,434.6666666666667,89.0625
5217,434.75,89.84375
5218,434.8333333333333,90.625
5219,434.9166666666667,90.625
5220,435.0,90.625
5221,435.0833333333333,89.84375
5222,435.1666666666667,89.84375
5223,435.25,89.0625
5224,435.3333333333333,89.0625
5225,435.4166666666667,89.0625
5226,435.5,89.0625
5227,435.5833333333333,89.0625
5228,435.6666666666667,90.625
5229,435.75,90.625
5230,435.8333333333333,90.625
5231,435.9166666666667,90.625
5232,436.0,89.84375
5233,436.0833333333333,89.0625
5234,436.1666666666667,89.0625
5235,436.25,89.0625
5236,436.3333333333333,89.0625
5237,436.4166666666667,88.28125
5238,436.5,88.28125
5239,436.5833333333333,88.28125
5240,436.6666666666667,88.28125
5241,436.75,89.0625
5242,436.8333333333333,88.28125
5243,436.9166666666667,88.28125
5244,437.0,88.28125
5245,437.0833333333333,88.28125
5246,437.1666666666667,88.28125
5247,437.25,88.28125
5248,437.3333333333333,88.28125
5249,437.4166666666667,88.28125
5250,437.5,88.28125
5251,437.5833333333333,88.28125
5252,437.6666666666667,87.5
5253,437.75,86.71875
5254,437.8333333333333,86.71875
5255,437.9166666666667,86.71875
5256,438.0,86.71875
5257,438.0833333333333,86.71875
5258,438.1666666666667,86.71875
