,time (hours),Agg GPU demand(%)
234,19.5,62.5
235,19.583333333333332,62.5
236,19.666666666666668,60.15625
237,19.75,60.9375
238,19.833333333333332,60.15625
239,19.916666666666668,58.59375
240,20.0,57.8125
241,20.083333333333332,58.59375
242,20.166666666666668,58.59375
243,20.25,59.375
244,20.333333333333332,58.59375
245,20.416666666666668,57.8125
246,20.5,59.375
247,20.583333333333332,59.375
248,20.666666666666668,60.15625
249,20.75,60.15625
250,20.833333333333332,60.15625
251,20.916666666666668,60.9375
252,21.0,61.71875
253,21.083333333333332,60.9375
254,21.166666666666668,61.71875
255,21.25,63.28125
256,21.333333333333332,64.0625
257,21.416666666666668,64.0625
258,21.5,63.28125
259,21.583333333333332,64.84375
260,21.666666666666668,65.625
261,21.75,68.75
262,21.833333333333332,68.75
263,21.916666666666668,69.53125
264,22.0,68.75
265,22.083333333333332,69.53125
266,22.166666666666668,70.3125
267,22.25,71.09375
268,22.333333333333332,71.875
269,22.416666666666668,71.875
270,22.5,71.09375
271,22.583333333333332,71.09375
272,22.666666666666668,71.875
273,22.75,71.875
274,22.833333333333332,71.875
275,22.916666666666668,71.09375
276,23.0,71.875
277,23.083333333333332,71.09375
278,23.166666666666668,71.875
279,23.25,70.3125
280,23.333333333333332,71.09375
281,23.416666666666668,71.875
282,23.5,71.09375
283,23.583333333333332,71.09375
284,23.666666666666668,71.875
285,23.75,71.875
286,23.833333333333332,72.65625
287,23.916666666666668,71.875
288,24.0,71.875
289,24.083333333333332,72.65625
290,24.166666666666668,73.4375
291,24.25,72.65625
292,24.333333333333332,72.65625
293,24.416666666666668,71.875
294,24.5,72.65625
295,24.583333333333332,72.65625
296,24.666666666666668,71.875
297,24.75,71.875
298,24.833333333333332,71.875
299,24.916666666666668,72.65625
300,25.0,72.65625
301,25.083333333333332,72.65625
302,25.166666666666668,73.4375
303,25.25,74.21875
304,25.333333333333332,75.0
305,25.416666666666668,75.0
306,25.5,74.21875
307,25.583333333333332,75.0
308,25.666666666666668,73.4375
309,25.75,74.21875
310,25.833333333333332,75.0
311,25.916666666666668,76.5625
312,26.0,75.78125
313,26.083333333333332,76.5625
314,26.166666666666668,76.5625
315,26.25,77.34375
316,26.333333333333332,77.34375
317,26.416666666666668,77.34375
318,26.5,76.5625
319,26.583333333333332,76.5625
320,26.666666666666668,77.34375
321,26.75,77.34375
322,26.833333333333332,76.5625
323,26.916666666666668,75.78125
324,27.0,76.5625
325,27.083333333333332,78.125
326,27.166666666666668,77.34375
327,27.25,76.5625
328,27.333333333333332,75.0
329,27.416666666666668,75.0
330,27.5,75.0
331,27.583333333333332,75.0
332,27.666666666666668,73.4375
333,27.75,71.875
334,27.833333333333332,71.09375
335,27.916666666666668,73.4375
336,28.0,73.4375
337,28.083333333333332,73.4375
338,28.166666666666668,72.65625
339,28.25,72.65625
340,28.333333333333332,72.65625
341,28.416666666666668,72.65625
342,28.5,74.21875
343,28.583333333333332,73.4375
344,28.666666666666668,73.4375
345,28.75,71.875
346,28.833333333333332,72.65625
347,28.916666666666668,71.875
348,29.0,72.65625
349,29.083333333333332,71.875
350,29.166666666666668,71.09375
351,29.25,71.09375
352,29.333333333333332,71.09375
353,29.416666666666668,71.09375
354,29.5,71.09375
355,29.583333333333332,71.09375
356,29.666666666666668,71.09375
357,29.75,71.09375
358,29.833333333333332,71.09375
359,29.916666666666668,71.09375
360,30.0,71.875
361,30.083333333333332,73.4375
362,30.166666666666668,73.4375
363,30.25,74.21875
364,30.333333333333332,74.21875
365,30.416666666666668,75.78125
366,30.5,75.78125
367,30.583333333333332,76.5625
368,30.666666666666668,76.5625
369,30.75,76.5625
370,30.833333333333332,75.78125
371,30.916666666666668,76.5625
372,31.0,77.34375
373,31.083333333333332,78.125
374,31.166666666666668,77.34375
375,31.25,77.34375
376,31.333333333333332,76.5625
377,31.416666666666668,77.34375
378,31.5,78.125
379,31.583333333333332,78.125
380,31.666666666666668,78.125
381,31.75,78.125
382,31.833333333333332,78.125
383,31.916666666666668,77.34375
384,32.0,76.5625
385,32.083333333333336,76.5625
386,32.166666666666664,74.21875
387,32.25,76.5625
388,32.333333333333336,76.5625
389,32.416666666666664,76.5625
390,32.5,77.34375
391,32.583333333333336,77.34375
392,32.666666666666664,78.125
393,32.75,78.125
394,32.833333333333336,78.90625
395,32.916666666666664,81.25
396,33.0,80.46875
397,33.083333333333336,80.46875
398,33.166666666666664,82.03125
399,33.25,80.46875
400,33.333333333333336,81.25
401,33.416666666666664,82.03125
402,33.5,81.25
403,33.583333333333336,80.46875
404,33.666666666666664,80.46875
405,33.75,79.6875
406,33.833333333333336,78.125
407,33.916666666666664,78.90625
408,34.0,78.125
409,34.083333333333336,78.90625
410,34.166666666666664,78.125
411,34.25,78.90625
412,34.333333333333336,78.90625
413,34.416666666666664,79.6875
414,34.5,80.46875
415,34.583333333333336,80.46875
416,34.666666666666664,79.6875
417,34.75,78.90625
418,34.833333333333336,78.125
419,34.916666666666664,78.90625
420,35.0,78.90625
421,35.083333333333336,79.6875
422,35.166666666666664,79.6875
423,35.25,79.6875
424,35.333333333333336,78.90625
425,35.416666666666664,78.125
426,35.5,78.125
427,35.583333333333336,77.34375
428,35.666666666666664,77.34375
429,35.75,77.34375
430,35.833333333333336,76.5625
431,35.916666666666664,76.5625
432,36.0,78.125
433,36.083333333333336,79.6875
434,36.166666666666664,80.46875
435,36.25,80.46875
436,36.333333333333336,79.6875
437,36.416666666666664,78.90625
438,36.5,78.90625
439,36.583333333333336,78.125
440,36.666666666666664,78.125
441,36.75,78.125
442,36.833333333333336,78.125
443,36.916666666666664,79.6875
444,37.0,81.25
445,37.083333333333336,79.6875
446,37.166666666666664,78.90625
447,37.25,78.125
448,37.333333333333336,78.125
449,37.416666666666664,78.125
450,37.5,78.125
451,37.583333333333336,77.34375
452,37.666666666666664,76.5625
453,37.75,74.21875
454,37.833333333333336,74.21875
455,37.916666666666664,74.21875
456,38.0,73.4375
457,38.083333333333336,74.21875
458,38.166666666666664,76.5625
459,38.25,76.5625
460,38.333333333333336,76.5625
461,38.416666666666664,76.5625
462,38.5,75.0
463,38.583333333333336,75.78125
464,38.666666666666664,75.78125
465,38.75,77.34375
466,38.833333333333336,78.125
467,38.916666666666664,78.90625
468,39.0,81.25
469,39.083333333333336,82.03125
470,39.166666666666664,83.59375
471,39.25,83.59375
472,39.333333333333336,83.59375
473,39.416666666666664,81.25
474,39.5,80.46875
475,39.583333333333336,80.46875
476,39.666666666666664,80.46875
477,39.75,79.6875
478,39.833333333333336,78.125
479,39.916666666666664,76.5625
480,40.0,75.78125
481,40.083333333333336,75.78125
482,40.166666666666664,76.5625
483,40.25,76.5625
484,40.333333333333336,77.34375
485,40.416666666666664,78.125
486,40.5,76.5625
487,40.583333333333336,76.5625
488,40.666666666666664,75.0
489,40.75,74.21875
490,40.833333333333336,73.4375
491,40.916666666666664,73.4375
492,41.0,73.4375
493,41.083333333333336,74.21875
494,41.166666666666664,74.21875
495,41.25,73.4375
496,41.333333333333336,73.4375
497,41.416666666666664,73.4375
498,41.5,73.4375
499,41.583333333333336,74.21875
500,41.666666666666664,76.5625
501,41.75,77.34375
502,41.833333333333336,78.90625
503,41.916666666666664,78.125
504,42.0,78.125
505,42.083333333333336,78.125
506,42.166666666666664,78.125
507,42.25,78.125
508,42.333333333333336,78.90625
509,42.416666666666664,79.6875
510,42.5,81.25
511,42.583333333333336,80.46875
512,42.666666666666664,79.6875
513,42.75,81.25
514,42.833333333333336,80.46875
515,42.916666666666664,81.25
516,43.0,81.25
517,43.083333333333336,80.46875
518,43.166666666666664,79.6875
519,43.25,78.90625
520,43.333333333333336,77.34375
521,43.416666666666664,78.90625
522,43.5,79.6875
523,43.583333333333336,79.6875
524,43.666666666666664,81.25
525,43.75,81.25
526,43.833333333333336,82.8125
527,43.916666666666664,82.8125
528,44.0,83.59375
529,44.083333333333336,83.59375
530,44.166666666666664,83.59375
531,44.25,82.8125
532,44.333333333333336,82.03125
533,44.416666666666664,82.03125
534,44.5,81.25
535,44.583333333333336,79.6875
536,44.666666666666664,79.6875
537,44.75,79.6875
538,44.833333333333336,78.90625
539,44.916666666666664,79.6875
540,45.0,80.46875
541,45.083333333333336,79.6875
542,45.166666666666664,79.6875
543,45.25,79.6875
544,45.333333333333336,79.6875
545,45.416666666666664,78.125
546,45.5,78.125
547,45.583333333333336,78.125
548,45.666666666666664,78.125
549,45.75,77.34375
550,45.833333333333336,76.5625
551,45.916666666666664,76.5625
552,46.0,75.78125
553,46.083333333333336,76.5625
554,46.166666666666664,75.78125
555,46.25,74.21875
556,46.333333333333336,73.4375
557,46.416666666666664,73.4375
558,46.5,75.0
559,46.583333333333336,72.65625
560,46.666666666666664,72.65625
561,46.75,73.4375
562,46.833333333333336,75.0
563,46.916666666666664,75.0
564,47.0,76.5625
565,47.083333333333336,78.125
566,47.166666666666664,78.125
567,47.25,78.125
568,47.333333333333336,78.90625
569,47.416666666666664,79.6875
570,47.5,81.25
571,47.583333333333336,81.25
572,47.666666666666664,82.03125
573,47.75,83.59375
574,47.833333333333336,84.375
575,47.916666666666664,84.375
576,48.0,84.375
577,48.083333333333336,85.15625
578,48.166666666666664,86.71875
579,48.25,87.5
580,48.333333333333336,86.71875
581,48.416666666666664,87.5
582,48.5,89.0625
583,48.583333333333336,89.84375
584,48.666666666666664,89.84375
585,48.75,89.84375
586,48.833333333333336,89.84375
587,48.916666666666664,89.84375
588,49.0,90.625
589,49.083333333333336,89.84375
590,49.166666666666664,90.625
591,49.25,89.84375
592,49.333333333333336,89.84375
593,49.416666666666664,90.625
594,49.5,90.625
595,49.583333333333336,90.625
596,49.666666666666664,92.1875
597,49.75,92.1875
598,49.833333333333336,92.1875
599,49.916666666666664,92.96875
600,50.0,92.96875
601,50.083333333333336,92.1875
602,50.166666666666664,91.40625
603,50.25,89.0625
604,50.333333333333336,89.0625
605,50.416666666666664,87.5
606,50.5,87.5
607,50.583333333333336,85.9375
608,50.666666666666664,86.71875
609,50.75,86.71875
610,50.833333333333336,86.71875
611,50.916666666666664,86.71875
612,51.0,87.5
613,51.083333333333336,89.0625
614,51.166666666666664,87.5
615,51.25,87.5
616,51.333333333333336,88.28125
617,51.416666666666664,89.0625
618,51.5,87.5
619,51.583333333333336,86.71875
620,51.666666666666664,86.71875
621,51.75,86.71875
622,51.833333333333336,87.5
623,51.916666666666664,88.28125
624,52.0,88.28125
625,52.083333333333336,88.28125
626,52.166666666666664,88.28125
627,52.25,91.40625
628,52.333333333333336,92.1875
629,52.416666666666664,91.40625
630,52.5,91.40625
631,52.583333333333336,90.625
632,52.666666666666664,90.625
633,52.75,91.40625
634,52.833333333333336,92.1875
635,52.916666666666664,92.1875
636,53.0,91.40625
637,53.083333333333336,91.40625
638,53.166666666666664,91.40625
639,53.25,92.1875
640,53.333333333333336,92.1875
641,53.416666666666664,92.1875
642,53.5,91.40625
643,53.583333333333336,90.625
644,53.666666666666664,88.28125
645,53.75,88.28125
646,53.833333333333336,88.28125
647,53.916666666666664,89.0625
648,54.0,89.84375
649,54.083333333333336,89.84375
650,54.166666666666664,90.625
651,54.25,90.625
652,54.333333333333336,90.625
653,54.416666666666664,90.625
654,54.5,92.1875
655,54.583333333333336,92.96875
656,54.666666666666664,92.96875
657,54.75,93.75
658,54.833333333333336,93.75
659,54.916666666666664,92.96875
660,55.0,92.96875
661,55.083333333333336,93.75
662,55.166666666666664,95.3125
663,55.25,96.09375
664,55.333333333333336,96.875
665,55.416666666666664,96.875
666,55.5,95.3125
667,55.583333333333336,96.09375
668,55.666666666666664,95.3125
669,55.75,95.3125
670,55.833333333333336,96.09375
671,55.916666666666664,96.09375
672,56.0,96.09375
673,56.083333333333336,95.3125
674,56.166666666666664,96.09375
675,56.25,95.3125
676,56.333333333333336,96.09375
677,56.416666666666664,95.3125
678,56.5,96.09375
679,56.583333333333336,94.53125
680,56.666666666666664,94.53125
681,56.75,93.75
682,56.833333333333336,93.75
683,56.916666666666664,92.96875
684,57.0,92.1875
685,57.083333333333336,92.1875
686,57.166666666666664,91.40625
687,57.25,90.625
688,57.333333333333336,92.1875
689,57.416666666666664,91.40625
690,57.5,92.96875
691,57.583333333333336,92.1875
692,57.666666666666664,91.40625
693,57.75,92.1875
694,57.833333333333336,90.625
695,57.916666666666664,90.625
696,58.0,90.625
697,58.083333333333336,89.84375
698,58.166666666666664,89.0625
699,58.25,89.0625
700,58.333333333333336,86.71875
701,58.416666666666664,87.5
702,58.5,88.28125
703,58.583333333333336,88.28125
704,58.666666666666664,89.0625
705,58.75,89.84375
706,58.833333333333336,90.625
707,58.916666666666664,91.40625
708,59.0,91.40625
709,59.083333333333336,91.40625
710,59.166666666666664,91.40625
711,59.25,90.625
712,59.333333333333336,91.40625
713,59.416666666666664,92.1875
714,59.5,90.625
715,59.583333333333336,91.40625
716,59.666666666666664,89.0625
717,59.75,89.0625
718,59.833333333333336,88.28125
719,59.916666666666664,89.0625
720,60.0,89.0625
721,60.083333333333336,86.71875
722,60.166666666666664,87.5
723,60.25,87.5
724,60.333333333333336,87.5
725,60.416666666666664,86.71875
726,60.5,85.9375
727,60.583333333333336,86.71875
728,60.666666666666664,87.5
729,60.75,87.5
730,60.833333333333336,87.5
731,60.916666666666664,87.5
732,61.0,85.9375
733,61.083333333333336,85.9375
734,61.166666666666664,85.9375
735,61.25,86.71875
736,61.333333333333336,86.71875
737,61.416666666666664,87.5
738,61.5,86.71875
739,61.583333333333336,86.71875
740,61.666666666666664,87.5
741,61.75,87.5
742,61.833333333333336,87.5
743,61.916666666666664,87.5
744,62.0,87.5
745,62.083333333333336,89.0625
746,62.166666666666664,89.0625
747,62.25,88.28125
748,62.333333333333336,89.84375
749,62.416666666666664,89.84375
750,62.5,89.0625
751,62.583333333333336,89.84375
752,62.666666666666664,91.40625
753,62.75,91.40625
754,62.833333333333336,91.40625
755,62.916666666666664,91.40625
756,63.0,90.625
757,63.083333333333336,89.84375
758,63.166666666666664,91.40625
759,63.25,92.1875
760,63.333333333333336,92.1875
761,63.416666666666664,91.40625
762,63.5,90.625
763,63.583333333333336,90.625
764,63.666666666666664,91.40625
765,63.75,92.1875
766,63.833333333333336,89.84375
767,63.916666666666664,89.0625
768,64.0,89.84375
769,64.08333333333333,89.0625
770,64.16666666666667,89.84375
771,64.25,92.1875
772,64.33333333333333,92.1875
773,64.41666666666667,92.1875
774,64.5,92.1875
775,64.58333333333333,92.1875
776,64.66666666666667,92.96875
777,64.75,93.75
778,64.83333333333333,93.75
779,64.91666666666667,91.40625
780,65.0,91.40625
781,65.08333333333333,92.96875
782,65.16666666666667,93.75
783,65.25,93.75
784,65.33333333333333,92.96875
785,65.41666666666667,91.40625
786,65.5,91.40625
787,65.58333333333333,92.1875
788,65.66666666666667,90.625
789,65.75,90.625
790,65.83333333333333,89.0625
791,65.91666666666667,88.28125
792,66.0,88.28125
793,66.08333333333333,87.5
794,66.16666666666667,87.5
795,66.25,89.0625
796,66.33333333333333,89.84375
797,66.41666666666667,89.0625
798,66.5,89.84375
799,66.58333333333333,89.0625
800,66.66666666666667,89.0625
801,66.75,90.625
802,66.83333333333333,89.84375
803,66.91666666666667,89.84375
804,67.0,89.84375
805,67.08333333333333,89.84375
806,67.16666666666667,89.84375
807,67.25,90.625
808,67.33333333333333,88.28125
809,67.41666666666667,88.28125
810,67.5,89.0625
811,67.58333333333333,90.625
812,67.66666666666667,90.625
813,67.75,91.40625
814,67.83333333333333,92.96875
815,67.91666666666667,92.1875
816,68.0,92.1875
817,68.08333333333333,92.1875
818,68.16666666666667,92.96875
819,68.25,92.96875
820,68.33333333333333,93.75
821,68.41666666666667,92.96875
822,68.5,91.40625
823,68.58333333333333,92.1875
824,68.66666666666667,91.40625
825,68.75,92.1875
826,68.83333333333333,92.96875
827,68.91666666666667,93.75
828,69.0,92.1875
829,69.08333333333333,92.1875
830,69.16666666666667,92.96875
831,69.25,93.75
832,69.33333333333333,93.75
833,69.41666666666667,92.96875
834,69.5,92.96875
835,69.58333333333333,93.75
836,69.66666666666667,93.75
837,69.75,94.53125
838,69.83333333333333,94.53125
839,69.91666666666667,96.09375
840,70.0,95.3125
841,70.08333333333333,96.09375
842,70.16666666666667,95.3125
843,70.25,94.53125
844,70.33333333333333,93.75
845,70.41666666666667,95.3125
846,70.5,95.3125
847,70.58333333333333,94.53125
848,70.66666666666667,94.53125
849,70.75,96.09375
850,70.83333333333333,96.875
851,70.91666666666667,96.875
852,71.0,96.09375
853,71.08333333333333,96.09375
854,71.16666666666667,96.875
855,71.25,94.53125
856,71.33333333333333,94.53125
857,71.41666666666667,93.75
858,71.5,92.96875
859,71.58333333333333,92.1875
860,71.66666666666667,94.53125
861,71.75,94.53125
862,71.83333333333333,95.3125
863,71.91666666666667,96.09375
864,72.0,96.09375
865,72.08333333333333,95.3125
866,72.16666666666667,96.875
867,72.25,96.875
868,72.33333333333333,96.875
869,72.41666666666667,96.09375
870,72.5,95.3125
871,72.58333333333333,95.3125
872,72.66666666666667,96.875
873,72.75,99.21875
874,72.83333333333333,98.4375
875,72.91666666666667,98.4375
876,73.0,97.65625
877,73.08333333333333,97.65625
878,73.16666666666667,99.21875
879,73.25,100.0
880,73.33333333333333,100.0
881,73.41666666666667,100.0
882,73.5,100.0
883,73.58333333333333,100.0
884,73.66666666666667,100.0
885,73.75,100.0
886,73.83333333333333,100.0
887,73.91666666666667,100.0
888,74.0,100.0
889,74.08333333333333,100.0
890,74.16666666666667,100.0
891,74.25,100.0
892,74.33333333333333,100.0
893,74.41666666666667,100.0
894,74.5,100.0
895,74.58333333333333,100.0
896,74.66666666666667,100.0
897,74.75,100.0
898,74.83333333333333,100.0
899,74.91666666666667,100.0
900,75.0,100.0
901,75.08333333333333,100.0
902,75.16666666666667,100.0
903,75.25,100.0
904,75.33333333333333,100.0
905,75.41666666666667,100.0
906,75.5,100.0
907,75.58333333333333,100.0
908,75.66666666666667,100.0
909,75.75,100.0
910,75.83333333333333,100.0
911,75.91666666666667,100.0
912,76.0,100.0
913,76.08333333333333,100.0
914,76.16666666666667,100.0
915,76.25,100.0
916,76.33333333333333,100.0
917,76.41666666666667,100.0
918,76.5,100.0
919,76.58333333333333,100.0
920,76.66666666666667,100.0
921,76.75,100.0
922,76.83333333333333,100.0
923,76.91666666666667,100.0
924,77.0,100.0
925,77.08333333333333,100.0
926,77.16666666666667,100.0
927,77.25,100.0
928,77.33333333333333,100.0
929,77.41666666666667,100.0
930,77.5,100.0
931,77.58333333333333,100.0
932,77.66666666666667,100.0
933,77.75,100.0
934,77.83333333333333,100.0
935,77.91666666666667,100.0
936,78.0,100.0
937,78.08333333333333,100.0
938,78.16666666666667,100.0
939,78.25,100.0
940,78.33333333333333,100.0
941,78.41666666666667,100.0
942,78.5,100.0
943,78.58333333333333,100.0
944,78.66666666666667,100.0
945,78.75,100.0
946,78.83333333333333,100.0
947,78.91666666666667,100.0
948,79.0,100.0
949,79.08333333333333,100.0
950,79.16666666666667,100.0
951,79.25,100.0
952,79.33333333333333,100.0
953,79.41666666666667,100.0
954,79.5,100.0
955,79.58333333333333,100.0
956,79.66666666666667,100.0
957,79.75,100.0
958,79.83333333333333,100.0
959,79.91666666666667,100.0
960,80.0,100.0
961,80.08333333333333,100.0
962,80.16666666666667,100.0
963,80.25,100.0
964,80.33333333333333,100.0
965,80.41666666666667,100.0
966,80.5,100.0
967,80.58333333333333,100.0
968,80.66666666666667,100.0
969,80.75,100.0
970,80.83333333333333,100.0
971,80.91666666666667,100.0
972,81.0,100.0
973,81.08333333333333,100.0
974,81.16666666666667,100.0
975,81.25,100.0
976,81.33333333333333,100.0
977,81.41666666666667,100.0
978,81.5,100.0
979,81.58333333333333,100.0
980,81.66666666666667,100.0
981,81.75,100.0
982,81.83333333333333,100.0
983,81.91666666666667,100.0
984,82.0,100.0
985,82.08333333333333,100.0
986,82.16666666666667,100.0
987,82.25,100.0
988,82.33333333333333,100.0
989,82.41666666666667,100.0
990,82.5,100.0
991,82.58333333333333,100.0
992,82.66666666666667,100.0
993,82.75,100.0
994,82.83333333333333,100.0
995,82.91666666666667,100.0
996,83.0,100.0
997,83.08333333333333,100.0
998,83.16666666666667,100.0
999,83.25,100.0
1000,83.33333333333333,100.0
1001,83.41666666666667,100.0
1002,83.5,100.0
1003,83.58333333333333,100.0
1004,83.66666666666667,100.0
1005,83.75,100.0
1006,83.83333333333333,100.0
1007,83.91666666666667,100.0
1008,84.0,100.0
1009,84.08333333333333,100.0
1010,84.16666666666667,100.0
1011,84.25,100.0
1012,84.33333333333333,100.0
1013,84.41666666666667,100.0
1014,84.5,100.0
1015,84.58333333333333,100.0
1016,84.66666666666667,100.0
1017,84.75,100.0
1018,84.83333333333333,100.0
1019,84.91666666666667,100.0
1020,85.0,100.0
1021,85.08333333333333,100.0
1022,85.16666666666667,100.0
1023,85.25,100.0
1024,85.33333333333333,100.0
1025,85.41666666666667,100.0
1026,85.5,100.0
1027,85.58333333333333,100.0
1028,85.66666666666667,100.0
1029,85.75,100.0
1030,85.83333333333333,100.0
1031,85.91666666666667,100.0
1032,86.0,100.0
1033,86.08333333333333,100.0
1034,86.16666666666667,100.0
1035,86.25,100.0
1036,86.33333333333333,100.0
1037,86.41666666666667,100.0
1038,86.5,100.0
1039,86.58333333333333,100.0
1040,86.66666666666667,100.0
1041,86.75,100.0
1042,86.83333333333333,100.0
1043,86.91666666666667,100.0
