,time (hours),Agg CPU demand(%)
6976,581.3333333333334,101.04166666666667
6977,581.4166666666666,98.17708333333334
6978,581.5,98.17708333333334
6979,581.5833333333334,98.17708333333334
6980,581.6666666666666,98.17708333333334
6981,581.75,98.17708333333334
6982,581.8333333333334,98.17708333333334
6983,581.9166666666666,97.39583333333334
6984,582.0,97.39583333333334
6985,582.0833333333334,97.39583333333334
6986,582.1666666666666,97.39583333333334
6987,582.25,97.39583333333334
6988,582.3333333333334,97.39583333333334
6989,582.4166666666666,97.39583333333334
6990,582.5,97.39583333333334
6991,582.5833333333334,96.61458333333334
6992,582.6666666666666,94.53125000000001
6993,582.75,94.53125000000001
6994,582.8333333333334,94.53125000000001
6995,582.9166666666666,94.53125000000001
6996,583.0,94.53125000000001
6997,583.0833333333334,94.53125000000001
6998,583.1666666666666,94.53125000000001
6999,583.25,93.75000000000001
7000,583.3333333333334,93.75000000000001
7001,583.4166666666666,93.75000000000001
7002,583.5,93.75000000000001
7003,583.5833333333334,93.75000000000001
7004,583.6666666666666,93.75000000000001
7005,583.75,93.75000000000001
7006,583.8333333333334,93.22916666666669
7007,583.9166666666666,93.22916666666669
7008,584.0,93.22916666666669
7009,584.0833333333334,94.53125000000001
7010,584.1666666666666,94.53125000000001
7011,584.25,94.53125000000001
7012,584.3333333333334,94.53125
7013,584.4166666666666,94.53125000000001
7014,584.5,94.53125000000001
7015,584.5833333333334,97.39583333333333
7016,584.6666666666666,96.61458333333333
7017,584.75,96.61458333333333
7018,584.8333333333334,96.61458333333333
7019,584.9166666666666,96.61458333333333
7020,585.0,99.47916666666666
7021,585.0833333333334,99.47916666666667
7022,585.1666666666666,99.47916666666667
7023,585.25,99.47916666666667
7024,585.3333333333334,101.04166666666669
7025,585.4166666666666,101.04166666666669
7026,585.5,102.34375000000001
7027,585.5833333333334,102.34375000000001
7028,585.6666666666666,102.34375000000001
7029,585.75,102.34375000000001
7030,585.8333333333334,102.34375000000001
7031,585.9166666666666,102.34375000000001
7032,586.0,102.34375000000001
7033,586.0833333333334,102.34375000000001
7034,586.1666666666666,99.47916666666669
7035,586.25,99.47916666666669
7036,586.3333333333334,99.47916666666669
7037,586.4166666666666,100.26041666666666
7038,586.5,100.26041666666666
7039,586.5833333333334,100.26041666666666
7040,586.6666666666666,100.26041666666666
7041,586.75,98.17708333333333
7042,586.8333333333334,98.17708333333333
7043,586.9166666666666,98.17708333333333
7044,587.0,99.47916666666667
7045,587.0833333333334,99.47916666666667
7046,587.1666666666666,99.47916666666667
7047,587.25,100.0
7048,587.3333333333334,100.0
7049,587.4166666666666,100.0
7050,587.5,100.0
7051,587.5833333333334,98.69791666666666
7052,587.6666666666666,97.39583333333333
7053,587.75,99.47916666666666
7054,587.8333333333334,99.47916666666666
7055,587.9166666666666,99.47916666666666
7056,588.0,99.47916666666666
7057,588.0833333333334,99.47916666666666
7058,588.1666666666666,99.47916666666666
7059,588.25,99.47916666666666
7060,588.3333333333334,101.56249999999999
7061,588.4166666666666,101.56249999999999
7062,588.5,100.78124999999999
7063,588.5833333333334,99.21875
7064,588.6666666666666,99.21875
7065,588.75,99.21875
7066,588.8333333333334,99.21875
7067,588.9166666666666,100.0
7068,589.0,97.13541666666667
7069,589.0833333333334,97.13541666666667
7070,589.1666666666666,97.13541666666667
7071,589.25,97.13541666666667
7072,589.3333333333334,95.05208333333334
7073,589.4166666666666,95.57291666666667
7074,589.5,95.57291666666667
7075,589.5833333333334,95.57291666666667
7076,589.6666666666666,94.27083333333334
7077,589.75,95.57291666666667
7078,589.8333333333334,95.57291666666667
7079,589.9166666666666,95.57291666666667
7080,590.0,95.57291666666667
7081,590.0833333333334,95.57291666666667
7082,590.1666666666666,95.57291666666667
7083,590.25,95.57291666666667
7084,590.3333333333334,95.57291666666667
7085,590.4166666666666,95.57291666666667
7086,590.5,94.27083333333334
7087,590.5833333333334,94.27083333333334
7088,590.6666666666666,94.27083333333334
7089,590.75,96.35416666666667
7090,590.8333333333334,96.35416666666667
7091,590.9166666666666,93.48958333333334
7092,591.0,94.27083333333334
7093,591.0833333333334,94.27083333333334
7094,591.1666666666666,94.27083333333334
7095,591.25,94.27083333333334
7096,591.3333333333334,94.27083333333334
7097,591.4166666666666,94.27083333333334
7098,591.5,97.13541666666669
7099,591.5833333333334,95.05208333333336
7100,591.6666666666666,95.05208333333336
7101,591.75,95.05208333333336
7102,591.8333333333334,97.13541666666667
7103,591.9166666666666,97.13541666666667
7104,592.0,97.13541666666667
7105,592.0833333333334,97.13541666666667
7106,592.1666666666666,94.27083333333333
7107,592.25,91.92708333333333
7108,592.3333333333334,91.92708333333334
7109,592.4166666666666,91.92708333333334
7110,592.5,91.92708333333334
7111,592.5833333333334,91.92708333333334
7112,592.6666666666666,91.92708333333334
7113,592.75,92.70833333333334
7114,592.8333333333334,92.70833333333334
7115,592.9166666666666,92.70833333333334
7116,593.0,92.70833333333334
7117,593.0833333333334,92.70833333333334
7118,593.1666666666666,94.01041666666667
7119,593.25,94.01041666666667
7120,593.3333333333334,93.22916666666667
7121,593.4166666666666,91.14583333333334
7122,593.5,92.44791666666667
7123,593.5833333333334,92.44791666666667
7124,593.6666666666666,92.44791666666667
7125,593.75,93.22916666666667
7126,593.8333333333334,91.92708333333334
7127,593.9166666666666,91.92708333333334
7128,594.0,91.92708333333334
7129,594.0833333333334,94.79166666666667
7130,594.1666666666666,94.27083333333334
7131,594.25,94.27083333333334
7132,594.3333333333334,94.79166666666667
7133,594.4166666666666,94.79166666666667
7134,594.5,94.79166666666667
7135,594.5833333333334,94.79166666666667
7136,594.6666666666666,94.79166666666667
7137,594.75,94.79166666666667
7138,594.8333333333334,96.875
7139,594.9166666666666,96.875
7140,595.0,96.875
7141,595.0833333333334,96.875
7142,595.1666666666666,96.875
7143,595.25,97.13541666666666
7144,595.3333333333334,97.13541666666667
7145,595.4166666666666,97.13541666666667
7146,595.5,97.13541666666667
7147,595.5833333333334,97.13541666666667
7148,595.6666666666666,97.13541666666667
7149,595.75,97.13541666666667
7150,595.8333333333334,98.4375
7151,595.9166666666666,98.4375
7152,596.0,97.65625
7153,596.0833333333334,97.65625
7154,596.1666666666666,96.875
7155,596.25,96.875
7156,596.3333333333334,96.875
7157,596.4166666666666,96.875
