,time (hours),Agg Mem demand(%)
7288,607.3333333333334,65.46875
7289,607.4166666666666,64.9375
7290,607.5,63.625
7291,607.5833333333334,62.84375
7292,607.6666666666666,62.84375
7293,607.75,62.84375
7294,607.8333333333334,62.3125
7295,607.9166666666666,62.3125
7296,608.0,64.15625
7297,608.0833333333334,63.625
7298,608.1666666666666,63.625
7299,608.25,63.09375
7300,608.3333333333334,65.1875
7301,608.4166666666666,65.1875
7302,608.5,64.65625
7303,608.5833333333334,63.875
7304,608.6666666666666,63.875
7305,608.75,65.1875
7306,608.8333333333334,63.875
7307,608.9166666666666,64.40625
7308,609.0,64.40625
7309,609.0833333333334,64.40625
7310,609.1666666666666,64.40625
7311,609.25,64.40625
7312,609.3333333333334,63.09375
7313,609.4166666666666,64.40625
7314,609.5,64.9375
7315,609.5833333333334,64.9375
7316,609.6666666666666,64.15625
7317,609.75,63.625
7318,609.8333333333334,63.625
7319,609.9166666666666,63.625
7320,610.0,62.3125
7321,610.0833333333334,62.3125
7322,610.1666666666666,63.09375
7323,610.25,61.78125
7324,610.3333333333334,63.09375
7325,610.4166666666666,62.5625
7326,610.5,61.78125
7327,610.5833333333334,63.09375
7328,610.6666666666666,63.34375
7329,610.75,63.875
7330,610.8333333333334,64.65625
7331,610.9166666666666,63.875
7332,611.0,63.875
7333,611.0833333333334,64.65625
7334,611.1666666666666,65.1875
7335,611.25,64.65625
7336,611.3333333333334,65.1875
7337,611.4166666666666,65.96875
7338,611.5,65.1875
7339,611.5833333333334,64.65625
7340,611.6666666666666,64.65625
7341,611.75,66.5
7342,611.8333333333334,65.1875
7343,611.9166666666666,66.5
7344,612.0,65.1875
7345,612.0833333333334,66.5
7346,612.1666666666666,67.03125
7347,612.25,65.71875
7348,612.3333333333334,68.34375
7349,612.4166666666666,64.6875
7350,612.5,64.15625
7351,612.5833333333334,64.15625
7352,612.6666666666666,64.15625
7353,612.75,66.25
7354,612.8333333333334,63.625
7355,612.9166666666666,66.78125
7356,613.0,63.875
7357,613.0833333333334,63.625
7358,613.1666666666666,62.5625
7359,613.25,64.15625
7360,613.3333333333334,62.3125
7361,613.4166666666666,63.09375
7362,613.5,62.84375
7363,613.5833333333334,65.96875
7364,613.6666666666666,65.96875
7365,613.75,62.8125
7366,613.8333333333334,64.65625
7367,613.9166666666666,65.1875
7368,614.0,62.5625
7369,614.0833333333334,63.34375
7370,614.1666666666666,63.09375
7371,614.25,65.1875
7372,614.3333333333334,66.75
7373,614.4166666666666,66.21875
7374,614.5,65.1875
7375,614.5833333333334,62.5625
7376,614.6666666666666,64.9375
7377,614.75,62.03125
7378,614.8333333333334,59.9375
7379,614.9166666666666,60.71875
7380,615.0,63.34375
7381,615.0833333333334,61.75
7382,615.1666666666666,61.5
7383,615.25,61.78125
7384,615.3333333333334,58.875
7385,615.4166666666666,61.25
7386,615.5,65.4375
7387,615.5833333333334,60.71875
7388,615.6666666666666,61.5
7389,615.75,64.40625
7390,615.8333333333334,61.5
7391,615.9166666666666,63.875
7392,616.0,65.4375
7393,616.0833333333334,64.90625
7394,616.1666666666666,64.65625
7395,616.25,64.40625
7396,616.3333333333334,62.03125
7397,616.4166666666666,63.34375
7398,616.5,66.21875
7399,616.5833333333334,63.59375
7400,616.6666666666666,63.59375
7401,616.75,65.4375
7402,616.8333333333334,62.03125
7403,616.9166666666666,65.1875
7404,617.0,62.5625
7405,617.0833333333334,64.125
7406,617.1666666666666,63.875
7407,617.25,64.90625
7408,617.3333333333334,66.21875
7409,617.4166666666666,63.59375
7410,617.5,63.59375
7411,617.5833333333334,64.125
7412,617.6666666666666,62.8125
7413,617.75,65.1875
7414,617.8333333333334,64.90625
7415,617.9166666666666,64.125
7416,618.0,65.1875
7417,618.0833333333334,65.6875
7418,618.1666666666666,66.75
7419,618.25,66.21875
7420,618.3333333333334,66.21875
7421,618.4166666666666,64.65625
7422,618.5,62.5625
7423,618.5833333333334,64.65625
7424,618.6666666666666,63.09375
7425,618.75,61.0
7426,618.8333333333334,63.09375
7427,618.9166666666666,61.78125
7428,619.0,60.46875
7429,619.0833333333334,62.84375
7430,619.1666666666666,61.53125
7431,619.25,60.75
7432,619.3333333333334,61.0
7433,619.4166666666666,60.75
7434,619.5,61.53125
7435,619.5833333333334,63.625
7436,619.6666666666666,61.0
7437,619.75,61.0
7438,619.8333333333334,60.46875
7439,619.9166666666666,62.5625
7440,620.0,63.09375
7441,620.0833333333334,61.25
7442,620.1666666666666,62.3125
7443,620.25,62.3125
7444,620.3333333333334,61.0
7445,620.4166666666666,62.3125
7446,620.5,60.21875
7447,620.5833333333334,60.75
7448,620.6666666666666,61.78125
7449,620.75,60.21875
7450,620.8333333333334,60.21875
7451,620.9166666666666,60.75
7452,621.0,60.75
7453,621.0833333333334,60.75
7454,621.1666666666666,60.75
7455,621.25,60.21875
7456,621.3333333333334,61.53125
7457,621.4166666666666,63.625
7458,621.5,63.09375
7459,621.5833333333334,64.40625
7460,621.6666666666666,63.875
7461,621.75,63.875
7462,621.8333333333334,63.875
7463,621.9166666666666,63.875
7464,622.0,62.5625
7465,622.0833333333334,63.09375
7466,622.1666666666666,62.5625
7467,622.25,62.5625
7468,622.3333333333334,63.09375
7469,622.4166666666666,63.09375
7470,622.5,63.09375
7471,622.5833333333334,63.09375
7472,622.6666666666666,63.09375
7473,622.75,63.09375
7474,622.8333333333334,63.09375
7475,622.9166666666666,62.5625
7476,623.0,62.5625
7477,623.0833333333334,62.5625
7478,623.1666666666666,62.5625
7479,623.25,63.09375
7480,623.3333333333334,61.53125
7481,623.4166666666666,62.3125
7482,623.5,60.46875
7483,623.5833333333334,63.09375
7484,623.6666666666666,63.875
7485,623.75,63.875
7486,623.8333333333334,64.40625
7487,623.9166666666666,63.875
7488,624.0,63.875
7489,624.0833333333334,63.875
7490,624.1666666666666,63.09375
7491,624.25,62.5625
7492,624.3333333333334,62.5625
7493,624.4166666666666,62.5625
7494,624.5,62.5625
7495,624.5833333333334,62.5625
7496,624.6666666666666,62.5625
7497,624.75,63.09375
7498,624.8333333333334,63.09375
7499,624.9166666666666,63.09375
7500,625.0,63.625
7501,625.0833333333334,63.625
7502,625.1666666666666,63.625
7503,625.25,63.625
7504,625.3333333333334,63.625
7505,625.4166666666666,64.15625
7506,625.5,64.15625
7507,625.5833333333334,64.15625
7508,625.6666666666666,64.15625
7509,625.75,64.15625
7510,625.8333333333334,64.6875
7511,625.9166666666666,64.15625
7512,626.0,64.15625
7513,626.0833333333334,66.25
7514,626.1666666666666,66.25
7515,626.25,66.25
7516,626.3333333333334,66.25
7517,626.4166666666666,66.25
7518,626.5,64.9375
7519,626.5833333333334,66.0
7520,626.6666666666666,64.9375
7521,626.75,65.46875
7522,626.8333333333334,64.9375
7523,626.9166666666666,64.9375
7524,627.0,64.40625
7525,627.0833333333334,66.25
7526,627.1666666666666,66.25
7527,627.25,64.9375
7528,627.3333333333334,63.625
7529,627.4166666666666,64.15625
7530,627.5,64.15625
7531,627.5833333333334,64.9375
7532,627.6666666666666,64.9375
7533,627.75,64.9375
7534,627.8333333333334,64.9375
7535,627.9166666666666,64.9375
7536,628.0,65.46875
7537,628.0833333333334,65.46875
7538,628.1666666666666,65.46875
7539,628.25,65.46875
7540,628.3333333333334,65.46875
7541,628.4166666666666,67.5625
7542,628.5,67.03125
7543,628.5833333333334,65.71875
7544,628.6666666666666,65.71875
7545,628.75,65.71875
7546,628.8333333333334,66.25
7547,628.9166666666666,66.25
7548,629.0,66.25
7549,629.0833333333334,66.25
7550,629.1666666666666,66.25
7551,629.25,66.25
7552,629.3333333333334,66.25
7553,629.4166666666666,66.25
7554,629.5,66.78125
7555,629.5833333333334,67.3125
7556,629.6666666666666,67.3125
7557,629.75,67.3125
7558,629.8333333333334,65.21875
7559,629.9166666666666,63.125
7560,630.0,64.4375
7561,630.0833333333334,64.4375
7562,630.1666666666666,64.4375
7563,630.25,64.4375
7564,630.3333333333334,64.4375
7565,630.4166666666666,63.90625
7566,630.5,63.90625
7567,630.5833333333334,65.21875
7568,630.6666666666666,63.90625
7569,630.75,63.375
7570,630.8333333333334,63.375
7571,630.9166666666666,63.375
7572,631.0,63.90625
7573,631.0833333333334,63.375
7574,631.1666666666666,66.0
7575,631.25,65.46875
7576,631.3333333333334,66.0
7577,631.4166666666666,66.0
7578,631.5,65.46875
7579,631.5833333333334,66.53125
7580,631.6666666666666,64.4375
7581,631.75,63.90625
7582,631.8333333333334,63.125
7583,631.9166666666666,63.65625
7584,632.0,63.125
7585,632.0833333333334,63.125
7586,632.1666666666666,63.65625
7587,632.25,63.125
7588,632.3333333333334,63.125
7589,632.4166666666666,63.125
7590,632.5,63.65625
7591,632.5833333333334,63.125
7592,632.6666666666666,61.8125
7593,632.75,63.65625
7594,632.8333333333334,61.8125
7595,632.9166666666666,63.65625
7596,633.0,61.8125
7597,633.0833333333334,63.65625
7598,633.1666666666666,63.125
7599,633.25,67.0625
7600,633.3333333333334,65.21875
7601,633.4166666666666,66.0
7602,633.5,67.3125
7603,633.5833333333334,65.46875
7604,633.6666666666666,64.9375
7605,633.75,66.25
7606,633.8333333333334,65.46875
7607,633.9166666666666,65.71875
7608,634.0,64.9375
7609,634.0833333333334,64.40625
7610,634.1666666666666,63.09375
7611,634.25,64.40625
7612,634.3333333333334,64.9375
7613,634.4166666666666,63.625
7614,634.5,63.625
7615,634.5833333333334,63.625
7616,634.6666666666666,64.9375
7617,634.75,64.15625
7618,634.8333333333334,63.625
7619,634.9166666666666,63.625
7620,635.0,64.9375
7621,635.0833333333334,64.15625
7622,635.1666666666666,64.15625
7623,635.25,64.15625
7624,635.3333333333334,62.84375
7625,635.4166666666666,64.15625
7626,635.5,64.15625
7627,635.5833333333334,64.65625
7628,635.6666666666666,63.875
7629,635.75,65.1875
7630,635.8333333333334,65.1875
7631,635.9166666666666,64.65625
7632,636.0,64.65625
7633,636.0833333333334,65.96875
7634,636.1666666666666,63.875
7635,636.25,63.875
7636,636.3333333333334,63.875
7637,636.4166666666666,63.875
7638,636.5,63.875
7639,636.5833333333334,64.65625
7640,636.6666666666666,63.875
7641,636.75,64.65625
7642,636.8333333333334,64.65625
7643,636.9166666666666,62.03125
7644,637.0,61.25
7645,637.0833333333334,62.5625
7646,637.1666666666666,63.09375
7647,637.25,63.09375
7648,637.3333333333334,63.09375
7649,637.4166666666666,62.5625
7650,637.5,64.40625
7651,637.5833333333334,63.34375
7652,637.6666666666666,63.34375
7653,637.75,62.03125
7654,637.8333333333334,63.875
7655,637.9166666666666,61.78125
7656,638.0,63.09375
7657,638.0833333333334,60.46875
7658,638.1666666666666,63.34375
7659,638.25,63.09375
7660,638.3333333333334,65.6875
7661,638.4166666666666,64.125
7662,638.5,64.375
7663,638.5833333333334,62.8125
7664,638.6666666666666,62.03125
7665,638.75,62.03125
7666,638.8333333333334,60.71875
7667,638.9166666666666,63.34375
7668,639.0,61.5
7669,639.0833333333334,60.71875
7670,639.1666666666666,62.03125
7671,639.25,66.21875
7672,639.3333333333334,61.5
7673,639.4166666666666,61.5
7674,639.5,62.03125
7675,639.5833333333334,62.5625
7676,639.6666666666666,60.71875
7677,639.75,61.25
7678,639.8333333333334,63.09375
7679,639.9166666666666,62.03125
7680,640.0,62.5625
7681,640.0833333333334,62.03125
7682,640.1666666666666,61.25
7683,640.25,61.25
7684,640.3333333333334,63.875
7685,640.4166666666666,64.90625
7686,640.5,65.4375
7687,640.5833333333334,63.34375
7688,640.6666666666666,64.90625
7689,640.75,65.4375
7690,640.8333333333334,64.90625
7691,640.9166666666666,61.25
7692,641.0,63.875
7693,641.0833333333334,62.03125
7694,641.1666666666666,61.78125
7695,641.25,63.625
7696,641.3333333333334,62.3125
7697,641.4166666666666,61.25
7698,641.5,61.78125
7699,641.5833333333334,61.25
7700,641.6666666666666,59.9375
7701,641.75,61.0
7702,641.8333333333334,62.03125
7703,641.9166666666666,64.125
7704,642.0,63.0625
7705,642.0833333333334,59.9375
7706,642.1666666666666,62.8125
7707,642.25,63.59375
7708,642.3333333333334,62.28125
7709,642.4166666666666,62.8125
7710,642.5,64.125
7711,642.5833333333334,62.8125
7712,642.6666666666666,64.125
7713,642.75,62.8125
7714,642.8333333333334,64.65625
7715,642.9166666666666,63.34375
7716,643.0,64.40625
7717,643.0833333333334,63.34375
7718,643.1666666666666,62.8125
7719,643.25,63.34375
7720,643.3333333333334,62.8125
7721,643.4166666666666,63.34375
7722,643.5,64.125
7723,643.5833333333334,60.71875
7724,643.6666666666666,61.78125
7725,643.75,61.78125
7726,643.8333333333334,62.8125
7727,643.9166666666666,63.875
7728,644.0,61.5
7729,644.0833333333334,62.5625
7730,644.1666666666666,62.5625
7731,644.25,63.09375
7732,644.3333333333334,61.25
7733,644.4166666666666,62.84375
7734,644.5,62.5625
7735,644.5833333333334,63.625
7736,644.6666666666666,63.09375
7737,644.75,62.84375
7738,644.8333333333334,65.4375
7739,644.9166666666666,65.4375
7740,645.0,65.96875
7741,645.0833333333334,66.75
7742,645.1666666666666,65.1875
7743,645.25,64.65625
7744,645.3333333333334,65.1875
7745,645.4166666666666,64.65625
7746,645.5,65.71875
7747,645.5833333333334,64.65625
7748,645.6666666666666,66.75
7749,645.75,64.125
7750,645.8333333333334,65.1875
7751,645.9166666666666,64.40625
7752,646.0,63.875
7753,646.0833333333334,62.5625
7754,646.1666666666666,63.09375
7755,646.25,62.03125
7756,646.3333333333334,63.625
7757,646.4166666666666,63.09375
7758,646.5,62.3125
7759,646.5833333333334,62.3125
7760,646.6666666666666,65.96875
7761,646.75,65.4375
7762,646.8333333333334,63.875
7763,646.9166666666666,64.65625
7764,647.0,63.625
7765,647.0833333333334,64.125
7766,647.1666666666666,65.71875
7767,647.25,65.1875
7768,647.3333333333334,67.28125
7769,647.4166666666666,68.3125
7770,647.5,68.3125
7771,647.5833333333334,67.28125
7772,647.6666666666666,67.28125
7773,647.75,65.4375
7774,647.8333333333334,65.96875
7775,647.9166666666666,65.1875
7776,648.0,67.53125
7777,648.0833333333334,67.0
7778,648.1666666666666,66.75
7779,648.25,65.4375
7780,648.3333333333334,64.65625
7781,648.4166666666666,65.96875
7782,648.5,64.65625
7783,648.5833333333334,68.59375
7784,648.6666666666666,68.0625
7785,648.75,68.59375
7786,648.8333333333334,67.03125
7787,648.9166666666666,67.5625
7788,649.0,66.25
7789,649.0833333333334,71.21875
7790,649.1666666666666,69.125
7791,649.25,69.65625
7792,649.3333333333334,67.5625
7793,649.4166666666666,66.78125
